epoch,date,node,ts2,component,severity,dt,template_id,delta_s,hour
1120449800,2005.07.03,R21-M1-ND-C:J14-U01,2005-07-03-21.03.20.655726,KERNEL,INFO,2005-07-03 21:03:20.655726,4,122.28718,21
1120449840,2005.07.03,R27-M1-N3-C:J13-U11,2005-07-03-21.04.00.795038,KERNEL,INFO,2005-07-03 21:04:00.795038,4,40.139312,21
1120449964,2005.07.03,R21-M0-N6-C:J04-U11,2005-07-03-21.06.04.793853,KERNEL,INFO,2005-07-03 21:06:04.793853,4,123.998815,21
1120450102,2005.07.03,R22-M1-NC-C:J13-U11,2005-07-03-21.08.22.110006,KERNEL,INFO,2005-07-03 21:08:22.110006,4,137.316153,21
1120469475,2005.07.04,R33-M1-N7-C:J15-U01,2005-07-04-02.31.15.977001,KERNEL,INFO,2005-07-04 02:31:15.977001,4,19373.866995,2
1120469605,2005.07.04,R21-M1-NB-C:J15-U01,2005-07-04-02.33.25.435620,KERNEL,INFO,2005-07-04 02:33:25.435620,4,129.458619,2
1120469660,2005.07.04,R21-M0-ND-C:J02-U01,2005-07-04-02.34.20.029089,KERNEL,INFO,2005-07-04 02:34:20.029089,4,54.593469,2
1120469698,2005.07.04,R31-M0-N9-C:J04-U11,2005-07-04-02.34.58.039555,KERNEL,INFO,2005-07-04 02:34:58.039555,4,38.010466,2
1120469722,2005.07.04,R23-M1-NA-C:J06-U01,2005-07-04-02.35.22.626530,KERNEL,INFO,2005-07-04 02:35:22.626530,4,24.586975,2
1120469778,2005.07.04,R25-M1-N1-C:J10-U01,2005-07-04-02.36.18.807780,KERNEL,INFO,2005-07-04 02:36:18.807780,4,56.18125,2
1120486467,2005.07.04,R10-M1-N1-C:J09-U01,2005-07-04-07.14.27.442953,KERNEL,INFO,2005-07-04 07:14:27.442953,4,16688.635173,7
1120486586,2005.07.04,R12-M0-N1-C:J04-U11,2005-07-04-07.16.26.811512,KERNEL,INFO,2005-07-04 07:16:26.811512,4,119.368559,7
1120486728,2005.07.04,R17-M1-N4-C:J07-U11,2005-07-04-07.18.48.526515,KERNEL,INFO,2005-07-04 07:18:48.526515,4,141.715003,7
1120487288,2005.07.04,R36-M1-NB-C:J05-U01,2005-07-04-07.28.08.559194,KERNEL,INFO,2005-07-04 07:28:08.559194,4,560.032679,7
1120487397,2005.07.04,R26-M1-NA-C:J17-U01,2005-07-04-07.29.57.172516,KERNEL,INFO,2005-07-04 07:29:57.172516,4,108.613322,7
1120487464,2005.07.04,R34-M0-N7-C:J09-U01,2005-07-04-07.31.04.927617,KERNEL,INFO,2005-07-04 07:31:04.927617,4,67.755101,7
1120487466,2005.07.04,R34-M0-N5-C:J04-U01,2005-07-04-07.31.06.190628,KERNEL,INFO,2005-07-04 07:31:06.190628,4,1.263011,7
1120487503,2005.07.04,R25-M0-NE-C:J11-U01,2005-07-04-07.31.43.800074,KERNEL,INFO,2005-07-04 07:31:43.800074,4,37.609446,7
1120487708,2005.07.04,R34-M1-N4-C:J09-U11,2005-07-04-07.35.08.890879,KERNEL,INFO,2005-07-04 07:35:08.890879,4,205.090805,7
1120487796,2005.07.04,R02-M1-N8-C:J17-U01,2005-07-04-07.36.36.338885,KERNEL,INFO,2005-07-04 07:36:36.338885,4,87.448006,7
1120591331,2005.07.05,R32-M0-N4-I:J18-U01,2005-07-05-12.22.11.843446,KERNEL,INFO,2005-07-05 12:22:11.843446,43,103535.504561,12
1120658382,2005.07.06,R27-M1-N1-C:J02-U11,2005-07-06-06.59.42.777345,KERNEL,INFO,2005-07-06 06:59:42.777345,44,67050.933899,6
1120746917,2005.07.07,R07-M0-N6-C:J03-U01,2005-07-07-07.35.17.360203,KERNEL,INFO,2005-07-07 07:35:17.360203,4,88534.582858,7
1120746970,2005.07.07,R07-M0-N0-C:J06-U01,2005-07-07-07.36.10.216237,KERNEL,INFO,2005-07-07 07:36:10.216237,4,52.856034,7
1120748233,2005.07.07,R07-M1-N7-C:J10-U11,2005-07-07-07.57.13.121223,KERNEL,INFO,2005-07-07 07:57:13.121223,4,1262.904986,7
1120748250,2005.07.07,R06-M0-N1-C:J16-U11,2005-07-07-07.57.30.872998,KERNEL,INFO,2005-07-07 07:57:30.872998,4,17.751775,7
1120772478,2005.07.07,R01-M0-N6-C:J11-U11,2005-07-07-14.41.18.953461,KERNEL,INFO,2005-07-07 14:41:18.953461,4,24228.080463,14
1120772499,2005.07.07,R01-M0-ND-C:J11-U11,2005-07-07-14.41.39.016623,KERNEL,INFO,2005-07-07 14:41:39.016623,4,20.063162,14
1120772538,2005.07.07,R01-M1-N8-C:J06-U01,2005-07-07-14.42.18.270771,KERNEL,INFO,2005-07-07 14:42:18.270771,4,39.254148,14
1120772792,2005.07.07,R00-M0-N4-C:J05-U11,2005-07-07-14.46.32.754236,KERNEL,INFO,2005-07-07 14:46:32.754236,4,254.483465,14
1120772793,2005.07.07,R00-M0-N4-C:J04-U11,2005-07-07-14.46.33.219615,KERNEL,INFO,2005-07-07 14:46:33.219615,4,0.465379,14
1120772805,2005.07.07,R05-M0-N8-C:J06-U11,2005-07-07-14.46.45.171689,KERNEL,INFO,2005-07-07 14:46:45.171689,4,11.952074,14
1120776001,2005.07.07,R26-M0-N5-C:J12-U01,2005-07-07-15.40.01.608873,KERNEL,INFO,2005-07-07 15:40:01.608873,2,3196.437184,15
1120776057,2005.07.07,R37-M0-NF-C:J17-U11,2005-07-07-15.40.57.457814,KERNEL,INFO,2005-07-07 15:40:57.457814,2,55.848941,15
1120776186,2005.07.07,R24-M0-NE-C:J03-U11,2005-07-07-15.43.06.075797,KERNEL,INFO,2005-07-07 15:43:06.075797,2,128.617983,15
1120776206,2005.07.07,R20-M0-N5-C:J16-U01,2005-07-07-15.43.26.852210,KERNEL,INFO,2005-07-07 15:43:26.852210,2,20.776413,15
1120786826,2005.07.07,R12-M1-NF-C:J13-U01,2005-07-07-18.40.26.584600,KERNEL,INFO,2005-07-07 18:40:26.584600,4,10619.73239,18
1120786879,2005.07.07,R12-M1-NE-C:J04-U11,2005-07-07-18.41.19.670878,KERNEL,INFO,2005-07-07 18:41:19.670878,4,53.086278,18
1120786954,2005.07.07,R04-M1-N7-C:J08-U11,2005-07-07-18.42.34.152599,KERNEL,INFO,2005-07-07 18:42:34.152599,4,74.481721,18
1120787008,2005.07.07,R14-M1-NC-C:J15-U11,2005-07-07-18.43.28.027906,KERNEL,INFO,2005-07-07 18:43:28.027906,4,53.875307,18
1120788451,2005.07.07,R34-M0-N3-C:J17-U11,2005-07-07-19.07.31.240935,KERNEL,INFO,2005-07-07 19:07:31.240935,4,1443.213029,19
1120788495,2005.07.07,R30-M0-N6-C:J12-U01,2005-07-07-19.08.15.840409,KERNEL,INFO,2005-07-07 19:08:15.840409,4,44.599474,19
1120788544,2005.07.07,R10-M0-NB-C:J02-U11,2005-07-07-19.09.04.167736,KERNEL,INFO,2005-07-07 19:09:04.167736,4,48.327327,19
1120788590,2005.07.07,R12-M1-NE-C:J02-U01,2005-07-07-19.09.50.668802,KERNEL,INFO,2005-07-07 19:09:50.668802,4,46.501066,19
1120908821,2005.07.09,R20-M0-N8-I:J18-U01,2005-07-09-04.33.41.091472,KERNEL,INFO,2005-07-09 04:33:41.091472,45,120230.42267,4
1120909906,2005.07.09,R16-M1-NC-I:J18-U11,2005-07-09-04.51.46.753675,APP,FATAL,2005-07-09 04:51:46.753675,42,1085.662203,4
1120917279,2005.07.09,R16-M1-N2-C:J15-U01,2005-07-09-06.54.39.086324,KERNEL,INFO,2005-07-09 06:54:39.086324,4,7372.332649,6
1120917299,2005.07.09,R17-M1-ND-C:J07-U01,2005-07-09-06.54.59.161891,KERNEL,INFO,2005-07-09 06:54:59.161891,4,20.075567,6
1120923499,2005.07.09,R33-M0-N9-C:J04-U11,2005-07-09-08.38.19.481016,KERNEL,INFO,2005-07-09 08:38:19.481016,4,6200.319125,8
1120923521,2005.07.09,R20-M0-N6-C:J16-U01,2005-07-09-08.38.41.325656,KERNEL,INFO,2005-07-09 08:38:41.325656,4,21.84464,8
1120924431,2005.07.09,R22-M0-N5-C:J13-U11,2005-07-09-08.53.51.797283,KERNEL,INFO,2005-07-09 08:53:51.797283,4,910.471627,8
1120924519,2005.07.09,R20-M0-NA-C:J12-U01,2005-07-09-08.55.19.014398,KERNEL,INFO,2005-07-09 08:55:19.014398,4,87.217115,8
1120924566,2005.07.09,R35-M1-N7-C:J10-U01,2005-07-09-08.56.06.557539,KERNEL,INFO,2005-07-09 08:56:06.557539,4,47.543141,8
1120928196,2005.07.09,R27-M1-N9-C:J06-U01,2005-07-09-09.56.36.409760,KERNEL,INFO,2005-07-09 09:56:36.409760,4,3629.852221,9
1120928280,2005.07.09,R21-M0-NB-C:J05-U11,2005-07-09-09.58.00.188544,KERNEL,INFO,2005-07-09 09:58:00.188544,4,83.778784,9
1120928332,2005.07.09,R25-M0-N4-C:J10-U11,2005-07-09-09.58.52.758252,KERNEL,INFO,2005-07-09 09:58:52.758252,4,52.569708,9
1120928349,2005.07.09,R25-M0-N0-C:J15-U01,2005-07-09-09.59.09.533825,KERNEL,INFO,2005-07-09 09:59:09.533825,4,16.775573,9
1120929103,2005.07.09,R14-M1-ND-C:J03-U11,2005-07-09-10.11.43.673631,KERNEL,INFO,2005-07-09 10:11:43.673631,4,754.139806,10
1120929257,2005.07.09,R14-M0-N9-C:J16-U11,2005-07-09-10.14.17.214294,KERNEL,INFO,2005-07-09 10:14:17.214294,4,153.540663,10
1120929262,2005.07.09,R11-M1-N5-C:J12-U11,2005-07-09-10.14.22.332626,KERNEL,INFO,2005-07-09 10:14:22.332626,4,5.118332,10
1120931195,2005.07.09,R20-M0-NE-C:J05-U01,2005-07-09-10.46.35.976265,KERNEL,INFO,2005-07-09 10:46:35.976265,4,1933.643639,10
1120931199,2005.07.09,R31-M0-NF-C:J04-U01,2005-07-09-10.46.39.218896,KERNEL,INFO,2005-07-09 10:46:39.218896,4,3.242631,10
1120931244,2005.07.09,R37-M1-N7-C:J11-U01,2005-07-09-10.47.24.204096,KERNEL,INFO,2005-07-09 10:47:24.204096,4,44.9852,10
1120931305,2005.07.09,R27-M1-N9-C:J09-U11,2005-07-09-10.48.25.280918,KERNEL,INFO,2005-07-09 10:48:25.280918,4,61.076822,10
1120931338,2005.07.09,R21-M1-NE-C:J11-U11,2005-07-09-10.48.58.719782,KERNEL,INFO,2005-07-09 10:48:58.719782,4,33.438864,10
1120931379,2005.07.09,R26-M1-N9-C:J08-U01,2005-07-09-10.49.39.479084,KERNEL,INFO,2005-07-09 10:49:39.479084,4,40.759302,10
1120931429,2005.07.09,R24-M1-N1-C:J15-U11,2005-07-09-10.50.29.748945,KERNEL,INFO,2005-07-09 10:50:29.748945,4,50.269861,10
1120931465,2005.07.09,R31-M0-N9-C:J08-U01,2005-07-09-10.51.05.319040,KERNEL,INFO,2005-07-09 10:51:05.319040,4,35.570095,10
1120931504,2005.07.09,R31-M1-NE-C:J11-U01,2005-07-09-10.51.44.555371,KERNEL,INFO,2005-07-09 10:51:44.555371,4,39.236331,10
1120932365,2005.07.09,R31-M1-N9-C:J15-U11,2005-07-09-11.06.05.052923,KERNEL,INFO,2005-07-09 11:06:05.052923,4,860.497552,11
1120932577,2005.07.09,R03-M1-ND-C:J17-U11,2005-07-09-11.09.37.100403,KERNEL,INFO,2005-07-09 11:09:37.100403,4,212.04748,11
1120932589,2005.07.09,R24-M1-N1-C:J12-U01,2005-07-09-11.09.49.772584,KERNEL,INFO,2005-07-09 11:09:49.772584,4,12.672181,11
1120932594,2005.07.09,R01-M1-N9-C:J14-U01,2005-07-09-11.09.54.062141,KERNEL,INFO,2005-07-09 11:09:54.062141,4,4.289557,11
1120932606,2005.07.09,R36-M0-N5-C:J15-U11,2005-07-09-11.10.06.424632,KERNEL,INFO,2005-07-09 11:10:06.424632,4,12.362491,11
1120932622,2005.07.09,R36-M0-N2-C:J10-U01,2005-07-09-11.10.22.118843,KERNEL,INFO,2005-07-09 11:10:22.118843,4,15.694211,11
1120932658,2005.07.09,R33-M1-N2-C:J02-U01,2005-07-09-11.10.58.820525,KERNEL,INFO,2005-07-09 11:10:58.820525,4,36.701682,11
1120932709,2005.07.09,R20-M1-N2-C:J10-U11,2005-07-09-11.11.49.090815,KERNEL,INFO,2005-07-09 11:11:49.090815,4,50.27029,11
1120932758,2005.07.09,R37-M0-NE-C:J13-U01,2005-07-09-11.12.38.927629,KERNEL,INFO,2005-07-09 11:12:38.927629,4,49.836814,11
1120932797,2005.07.09,R26-M1-N5-C:J02-U11,2005-07-09-11.13.17.589543,KERNEL,INFO,2005-07-09 11:13:17.589543,4,38.661914,11
1120933688,2005.07.09,R27-M0-N4-C:J16-U11,2005-07-09-11.28.08.835803,KERNEL,INFO,2005-07-09 11:28:08.835803,4,891.24626,11
1120933818,2005.07.09,R20-M1-N7-C:J09-U11,2005-07-09-11.30.18.267700,KERNEL,INFO,2005-07-09 11:30:18.267700,4,129.431897,11
1120933839,2005.07.09,R26-M0-N3-C:J13-U11,2005-07-09-11.30.39.600360,KERNEL,INFO,2005-07-09 11:30:39.600360,4,21.33266,11
1120934002,2005.07.09,R24-M1-N5-C:J14-U01,2005-07-09-11.33.22.478541,KERNEL,INFO,2005-07-09 11:33:22.478541,4,162.878181,11
1120934069,2005.07.09,R21-M1-NF-C:J17-U11,2005-07-09-11.34.29.833311,KERNEL,INFO,2005-07-09 11:34:29.833311,4,67.35477,11
1120934108,2005.07.09,R36-M1-NE-C:J08-U01,2005-07-09-11.35.08.564220,KERNEL,INFO,2005-07-09 11:35:08.564220,4,38.730909,11
1120934392,2005.07.09,R30-M0-N6-C:J13-U11,2005-07-09-11.39.52.674271,KERNEL,INFO,2005-07-09 11:39:52.674271,4,284.110051,11
1120934665,2005.07.09,R14-M1-ND-C:J04-U01,2005-07-09-11.44.25.948722,KERNEL,INFO,2005-07-09 11:44:25.948722,4,273.274451,11
1120934747,2005.07.09,R12-M0-N3-C:J02-U01,2005-07-09-11.45.47.078028,KERNEL,INFO,2005-07-09 11:45:47.078028,4,81.129306,11
1120934788,2005.07.09,R11-M0-NE-C:J11-U11,2005-07-09-11.46.28.950400,KERNEL,INFO,2005-07-09 11:46:28.950400,4,41.872372,11
1120934845,2005.07.09,R16-M1-ND-C:J13-U01,2005-07-09-11.47.25.418111,KERNEL,INFO,2005-07-09 11:47:25.418111,4,56.467711,11
1120934940,2005.07.09,R01-M1-NF-C:J15-U01,2005-07-09-11.49.00.675162,KERNEL,INFO,2005-07-09 11:49:00.675162,4,95.257051,11
1120934979,2005.07.09,R03-M0-N7-C:J03-U11,2005-07-09-11.49.39.697036,KERNEL,INFO,2005-07-09 11:49:39.697036,4,39.021874,11
1120935001,2005.07.09,R06-M1-NE-C:J04-U01,2005-07-09-11.50.01.726751,KERNEL,INFO,2005-07-09 11:50:01.726751,4,22.029715,11
1120935040,2005.07.09,R07-M1-ND-C:J17-U11,2005-07-09-11.50.40.338378,KERNEL,INFO,2005-07-09 11:50:40.338378,4,38.611627,11
1120935068,2005.07.09,R06-M1-ND-C:J04-U01,2005-07-09-11.51.08.686968,KERNEL,INFO,2005-07-09 11:51:08.686968,4,28.34859,11
1120935076,2005.07.09,R02-M1-NE-C:J08-U11,2005-07-09-11.51.16.012286,KERNEL,INFO,2005-07-09 11:51:16.012286,4,7.325318,11
1120935133,2005.07.09,R05-M0-N6-C:J09-U01,2005-07-09-11.52.13.812405,KERNEL,INFO,2005-07-09 11:52:13.812405,4,57.800119,11
1120935238,2005.07.09,R22-M1-N0-C:J05-U11,2005-07-09-11.53.58.430277,KERNEL,INFO,2005-07-09 11:53:58.430277,4,104.617872,11
1120935334,2005.07.09,R21-M1-N0-C:J13-U11,2005-07-09-11.55.34.841282,KERNEL,INFO,2005-07-09 11:55:34.841282,4,96.411005,11
1120935388,2005.07.09,R20-M1-N4-C:J17-U11,2005-07-09-11.56.28.685591,KERNEL,INFO,2005-07-09 11:56:28.685591,4,53.844309,11
1120935398,2005.07.09,R25-M1-N8-C:J16-U11,2005-07-09-11.56.38.939515,KERNEL,INFO,2005-07-09 11:56:38.939515,4,10.253924,11
1120935446,2005.07.09,R35-M0-N0-C:J05-U01,2005-07-09-11.57.26.222399,KERNEL,INFO,2005-07-09 11:57:26.222399,4,47.282884,11
1120935483,2005.07.09,R10-M0-N8-C:J06-U01,2005-07-09-11.58.03.523153,KERNEL,INFO,2005-07-09 11:58:03.523153,4,37.300754,11
1120935590,2005.07.09,R00-M0-N8-C:J10-U11,2005-07-09-11.59.50.155121,KERNEL,INFO,2005-07-09 11:59:50.155121,4,106.631968,11
1120935660,2005.07.09,R01-M0-NC-C:J04-U01,2005-07-09-12.01.00.789241,KERNEL,INFO,2005-07-09 12:01:00.789241,4,70.63412,12
1120937467,2005.07.09,R36-M1-NA-C:J06-U01,2005-07-09-12.31.07.283740,KERNEL,INFO,2005-07-09 12:31:07.283740,4,1806.494499,12
1120937630,2005.07.09,R20-M1-N5-C:J05-U11,2005-07-09-12.33.50.353460,KERNEL,INFO,2005-07-09 12:33:50.353460,4,163.06972,12
1120937817,2005.07.09,R22-M0-N5-C:J07-U11,2005-07-09-12.36.57.597431,KERNEL,INFO,2005-07-09 12:36:57.597431,4,187.243971,12
1120937836,2005.07.09,R34-M0-N5-C:J12-U11,2005-07-09-12.37.16.494245,KERNEL,INFO,2005-07-09 12:37:16.494245,4,18.896814,12
1120938039,2005.07.09,R21-M0-N5-C:J14-U01,2005-07-09-12.40.39.809863,KERNEL,INFO,2005-07-09 12:40:39.809863,4,203.315618,12
1120938041,2005.07.09,R37-M0-N5-C:J08-U11,2005-07-09-12.40.41.552838,KERNEL,INFO,2005-07-09 12:40:41.552838,4,1.742975,12
1120938043,2005.07.09,R23-M0-N6-C:J06-U11,2005-07-09-12.40.43.695648,KERNEL,INFO,2005-07-09 12:40:43.695648,4,2.14281,12
1120938048,2005.07.09,R30-M0-NB-C:J03-U11,2005-07-09-12.40.48.888712,KERNEL,INFO,2005-07-09 12:40:48.888712,4,5.193064,12
1120938093,2005.07.09,R27-M0-N7-C:J10-U01,2005-07-09-12.41.33.279413,KERNEL,INFO,2005-07-09 12:41:33.279413,4,44.390701,12
1120938234,2005.07.09,R35-M0-N9-C:J10-U11,2005-07-09-12.43.54.033821,KERNEL,INFO,2005-07-09 12:43:54.033821,4,140.754408,12
1120938246,2005.07.09,R10-M1-N5-C:J04-U01,2005-07-09-12.44.06.253512,KERNEL,INFO,2005-07-09 12:44:06.253512,4,12.219691,12
1120938346,2005.07.09,R15-M1-NB-C:J15-U01,2005-07-09-12.45.46.326910,KERNEL,INFO,2005-07-09 12:45:46.326910,4,100.073398,12
1120938410,2005.07.09,R00-M0-ND-C:J14-U11,2005-07-09-12.46.50.657088,KERNEL,INFO,2005-07-09 12:46:50.657088,4,64.330178,12
1120938420,2005.07.09,R00-M0-N6-C:J12-U01,2005-07-09-12.47.00.644304,KERNEL,INFO,2005-07-09 12:47:00.644304,4,9.987216,12
1120938451,2005.07.09,R16-M1-NA-C:J08-U01,2005-07-09-12.47.31.928637,KERNEL,INFO,2005-07-09 12:47:31.928637,4,31.284333,12
1120938541,2005.07.09,R12-M0-N6-C:J05-U11,2005-07-09-12.49.01.731883,KERNEL,INFO,2005-07-09 12:49:01.731883,4,89.803246,12
1120938585,2005.07.09,R03-M0-N6-C:J09-U01,2005-07-09-12.49.45.827456,KERNEL,INFO,2005-07-09 12:49:45.827456,4,44.095573,12
1120938606,2005.07.09,R13-M0-NB-C:J15-U11,2005-07-09-12.50.06.846867,KERNEL,INFO,2005-07-09 12:50:06.846867,4,21.019411,12
1120938631,2005.07.09,R11-M1-NB-C:J12-U11,2005-07-09-12.50.31.927917,KERNEL,INFO,2005-07-09 12:50:31.927917,4,25.08105,12
1120938674,2005.07.09,R02-M0-N5-C:J03-U01,2005-07-09-12.51.14.943043,KERNEL,INFO,2005-07-09 12:51:14.943043,4,43.015126,12
1120938682,2005.07.09,R01-M0-N9-C:J03-U11,2005-07-09-12.51.22.917676,KERNEL,INFO,2005-07-09 12:51:22.917676,4,7.974633,12
1120939508,2005.07.09,R21-M0-N9-C:J17-U01,2005-07-09-13.05.08.134359,KERNEL,INFO,2005-07-09 13:05:08.134359,4,825.216683,13
1120939518,2005.07.09,R20-M1-N2-C:J07-U01,2005-07-09-13.05.18.662491,KERNEL,INFO,2005-07-09 13:05:18.662491,4,10.528132,13
1120939553,2005.07.09,R25-M1-N2-C:J03-U01,2005-07-09-13.05.53.029625,KERNEL,INFO,2005-07-09 13:05:53.029625,4,34.367134,13
1120939573,2005.07.09,R00-M1-NE-C:J14-U01,2005-07-09-13.06.13.254915,KERNEL,INFO,2005-07-09 13:06:13.254915,4,20.22529,13
1120939626,2005.07.09,R36-M1-N4-C:J15-U11,2005-07-09-13.07.06.107122,KERNEL,INFO,2005-07-09 13:07:06.107122,4,52.852207,13
1120939761,2005.07.09,R36-M1-N6-C:J04-U11,2005-07-09-13.09.21.726410,KERNEL,INFO,2005-07-09 13:09:21.726410,4,135.619288,13
1120939783,2005.07.09,R20-M1-N6-C:J03-U01,2005-07-09-13.09.43.917357,KERNEL,INFO,2005-07-09 13:09:43.917357,4,22.190947,13
1120939798,2005.07.09,R26-M0-NA-C:J07-U01,2005-07-09-13.09.58.154321,KERNEL,INFO,2005-07-09 13:09:58.154321,4,14.236964,13
1120939974,2005.07.09,R24-M0-N1-C:J17-U01,2005-07-09-13.12.54.616018,KERNEL,INFO,2005-07-09 13:12:54.616018,4,176.461697,13
1120940044,2005.07.09,R24-M1-N1-C:J14-U01,2005-07-09-13.14.04.443048,KERNEL,INFO,2005-07-09 13:14:04.443048,4,69.82703,13
1120940045,2005.07.09,R22-M0-N2-C:J09-U11,2005-07-09-13.14.05.050608,KERNEL,INFO,2005-07-09 13:14:05.050608,4,0.60756,13
1120940057,2005.07.09,R36-M0-N9-C:J15-U01,2005-07-09-13.14.17.907696,KERNEL,INFO,2005-07-09 13:14:17.907696,4,12.857088,13
1120940204,2005.07.09,R21-M1-N7-C:J07-U11,2005-07-09-13.16.44.901016,KERNEL,INFO,2005-07-09 13:16:44.901016,4,146.99332,13
1120940220,2005.07.09,R27-M0-N1-C:J05-U01,2005-07-09-13.17.00.152550,KERNEL,INFO,2005-07-09 13:17:00.152550,4,15.251534,13
1120940220,2005.07.09,R27-M0-N1-C:J07-U11,2005-07-09-13.17.00.392088,KERNEL,INFO,2005-07-09 13:17:00.392088,4,0.239538,13
1120940284,2005.07.09,R30-M0-NA-C:J17-U01,2005-07-09-13.18.04.050308,KERNEL,INFO,2005-07-09 13:18:04.050308,4,63.65822,13
1120940300,2005.07.09,R23-M0-N1-C:J07-U01,2005-07-09-13.18.20.009738,KERNEL,INFO,2005-07-09 13:18:20.009738,4,15.95943,13
1120940346,2005.07.09,R24-M0-N6-C:J07-U01,2005-07-09-13.19.06.210518,KERNEL,INFO,2005-07-09 13:19:06.210518,4,46.20078,13
1120940349,2005.07.09,R32-M1-N3-C:J07-U11,2005-07-09-13.19.09.983269,KERNEL,INFO,2005-07-09 13:19:09.983269,4,3.772751,13
1120940357,2005.07.09,R32-M0-N1-C:J03-U01,2005-07-09-13.19.17.680850,KERNEL,INFO,2005-07-09 13:19:17.680850,4,7.697581,13
1120940402,2005.07.09,R10-M0-NE-C:J04-U11,2005-07-09-13.20.02.961250,KERNEL,INFO,2005-07-09 13:20:02.961250,4,45.2804,13
1120940548,2005.07.09,R17-M1-ND-C:J14-U01,2005-07-09-13.22.28.887665,KERNEL,INFO,2005-07-09 13:22:28.887665,4,145.926415,13
1120940599,2005.07.09,R16-M0-NB-C:J04-U01,2005-07-09-13.23.19.130183,KERNEL,INFO,2005-07-09 13:23:19.130183,4,50.242518,13
1120940618,2005.07.09,R14-M1-N7-C:J04-U01,2005-07-09-13.23.38.492029,KERNEL,INFO,2005-07-09 13:23:38.492029,4,19.361846,13
1120940634,2005.07.09,R06-M1-NB-C:J03-U01,2005-07-09-13.23.54.723073,KERNEL,INFO,2005-07-09 13:23:54.723073,4,16.231044,13
1120940659,2005.07.09,R15-M1-N1-C:J10-U01,2005-07-09-13.24.19.559994,KERNEL,INFO,2005-07-09 13:24:19.559994,4,24.836921,13
1120940700,2005.07.09,R00-M0-N1-C:J07-U01,2005-07-09-13.25.00.218073,KERNEL,INFO,2005-07-09 13:25:00.218073,4,40.658079,13
1120953127,2005.07.09,R27-M0-N6-C:J05-U11,2005-07-09-16.52.07.005910,KERNEL,INFO,2005-07-09 16:52:07.005910,4,12426.787837,16
1120953142,2005.07.09,R21-M0-ND-C:J15-U11,2005-07-09-16.52.22.961118,KERNEL,INFO,2005-07-09 16:52:22.961118,4,15.955208,16
1120953217,2005.07.09,R35-M1-N9-C:J10-U11,2005-07-09-16.53.37.285437,KERNEL,INFO,2005-07-09 16:53:37.285437,4,74.324319,16
1120953260,2005.07.09,R31-M1-N0-C:J03-U01,2005-07-09-16.54.20.026465,KERNEL,INFO,2005-07-09 16:54:20.026465,4,42.741028,16
1120955479,2005.07.09,R26-M0-NF-C:J02-U01,2005-07-09-17.31.19.922132,KERNEL,INFO,2005-07-09 17:31:19.922132,4,2219.895667,17
1120955633,2005.07.09,R26-M0-N7-C:J02-U01,2005-07-09-17.33.53.777163,KERNEL,INFO,2005-07-09 17:33:53.777163,4,153.855031,17
1120955677,2005.07.09,R34-M1-N4-C:J03-U11,2005-07-09-17.34.37.516117,KERNEL,INFO,2005-07-09 17:34:37.516117,4,43.738954,17
1120956526,2005.07.09,R37-M1-N7-C:J17-U01,2005-07-09-17.48.46.717674,KERNEL,INFO,2005-07-09 17:48:46.717674,4,849.201557,17
1120956527,2005.07.09,R37-M1-N7-C:J04-U11,2005-07-09-17.48.47.234245,KERNEL,INFO,2005-07-09 17:48:47.234245,4,0.516571,17
1120956557,2005.07.09,R20-M0-N5-C:J07-U11,2005-07-09-17.49.17.958580,KERNEL,INFO,2005-07-09 17:49:17.958580,4,30.724335,17
1120956704,2005.07.09,R24-M0-N0-C:J02-U11,2005-07-09-17.51.44.447891,KERNEL,INFO,2005-07-09 17:51:44.447891,4,146.489311,17
1120956736,2005.07.09,R21-M1-N8-C:J04-U01,2005-07-09-17.52.16.641372,KERNEL,INFO,2005-07-09 17:52:16.641372,4,32.193481,17
1120956863,2005.07.09,R06-M1-N8-C:J14-U01,2005-07-09-17.54.23.740575,KERNEL,INFO,2005-07-09 17:54:23.740575,4,127.099203,17
1120957066,2005.07.09,R01-M1-N5-C:J04-U11,2005-07-09-17.57.46.798518,KERNEL,INFO,2005-07-09 17:57:46.798518,4,203.057943,17
1120957404,2005.07.09,R05-M1-N2-C:J06-U01,2005-07-09-18.03.24.488333,KERNEL,INFO,2005-07-09 18:03:24.488333,4,337.689815,18
1120957410,2005.07.09,R01-M1-NA-C:J12-U11,2005-07-09-18.03.30.488263,KERNEL,INFO,2005-07-09 18:03:30.488263,4,5.99993,18
1120957717,2005.07.09,R00-M1-N9-C:J11-U01,2005-07-09-18.08.37.270465,KERNEL,INFO,2005-07-09 18:08:37.270465,4,306.782202,18
1120958362,2005.07.09,R26-M0-ND-C:J16-U11,2005-07-09-18.19.22.664176,KERNEL,INFO,2005-07-09 18:19:22.664176,4,645.393711,18
1120958385,2005.07.09,R37-M1-ND-C:J03-U01,2005-07-09-18.19.45.976122,KERNEL,INFO,2005-07-09 18:19:45.976122,4,23.311946,18
1120958403,2005.07.09,R21-M0-N3-C:J06-U11,2005-07-09-18.20.03.745197,KERNEL,INFO,2005-07-09 18:20:03.745197,4,17.769075,18
1120958502,2005.07.09,R23-M1-N1-C:J06-U01,2005-07-09-18.21.42.804580,KERNEL,INFO,2005-07-09 18:21:42.804580,4,99.059383,18
